Station,Year,Month,MaxT (Deg.Cel),MinT(Deg.Cel)
Rajshahi (10320),2009,11,29.67,17.82
Rajshahi (10320),2009,12,25.37,11.6
Rajshahi (10320),2010,1,22.38,9.38
Rajshahi (10320),2010,2,28.77,13.11
Rajshahi (10320),2010,3,35.9,19.81
Rajshahi (10320),2010,4,38.33,25.66
Rajshahi (10320),2010,5,35.9,25.4
Rajshahi (10320),2010,6,35.02,26.07
Rajshahi (10320),2010,7,34.03,26.61
Rajshahi (10320),2010,8,34.03,26.61
Rajshahi (10320),2010,9,33.25,25.76
Rajshahi (10320),2010,10,31.95,23.42
Rajshahi (10320),2010,11,29.84,18.41
Rajshahi (10320),2010,12,25.1,11.87
Rajshahi (10320),2011,1,22.64,8.58
Rajshahi (10320),2011,2,28.26,12.59
Rajshahi (10320),2011,3,33.66,18.7
Rajshahi (10320),2011,4,34.78,22.15
Rajshahi (10320),2011,5,34.55,23.93
Rajshahi (10320),2011,6,34.14,25.8
Rajshahi (10320),2011,7,33.55,26.41
Rajshahi (10320),2011,8,32.2,26.25
Rajshahi (10320),2011,9,32.82,25.91
Rajshahi (10320),2011,10,32.87,23.29
Rajshahi (10320),2011,11,29.14,16.97
Rajshahi (10320),2011,12,24.2,12.52
Rajshahi (10320),2012,1,23.42,11.53
Rajshahi (10320),2012,2,28.4,12.22
Rajshahi (10320),2012,3,33.94,17.49
Rajshahi (10320),2012,4,35.47,22.89
Rajshahi (10320),2012,5,38.34,25.88
Rajshahi (10320),2012,6,36.22,26.87
Rajshahi (10320),2012,7,33.37,26.39
Rajshahi (10320),2012,8,34.23,26.67
Rajshahi (10320),2012,9,33.53,26.13
Rajshahi (10320),2012,10,32.37,21.88
Rajshahi (10320),2012,11,28.16,16.38
Rajshahi (10320),2012,12,23.06,11.78
Rajshahi (10320),2013,1,23.39,9.25
Rajshahi (10320),2013,2,27.89,13.59
Rajshahi (10320),2013,3,33.95,18.2
Rajshahi (10320),2013,4,36.42,22.61
Rajshahi (10320),2013,5,33.87,24.76
Rajshahi (10320),2013,6,35.15,26.55
Rajshahi (10320),2013,7,34.31,26.69
Rajshahi (10320),2013,8,33.44,26.29
Rajshahi (10320),2013,9,34.39,26.3
Rajshahi (10320),2013,10,31.38,23.41
Rajshahi (10320),2013,11,29.57,16.16
Rajshahi (10320),2013,12,25.54,12.69
Rajshahi (10320),2014,1,22.96,11.01
Rajshahi (10320),2014,2,25.99,12.7
Rajshahi (10320),2014,3,32.53,17.34
Rajshahi (10320),2014,4,37.96,22.94
Rajshahi (10320),2014,5,37.11,25.34
Rajshahi (10320),2014,6,34.89,26.38
Rajshahi (10320),2014,7,33.97,26.88
Rajshahi (10320),2014,8,33.82,26.34
Rajshahi (10320),2014,9,34.08,25.92
Rajshahi (10320),2014,10,32.51,22.48
Rajshahi (10320),2014,11,30.15,15.73
Rajshahi (10320),2014,12,24.57,12.02
Rajshahi (10320),2015,1,23.72,11.6
Rajshahi (10320),2015,2,28.51,14.31
Rajshahi (10320),2015,3,33.04,17.93
Rajshahi (10320),2015,4,33.89,22.09
Rajshahi (10320),2015,5,36,24.72
Rajshahi (10320),2015,6,34.55,26.27
Rajshahi (10320),2015,7,33.48,26.14
Rajshahi (10320),2015,8,33.83,26.78
Rajshahi (10320),2015,9,34.34,25.96
Rajshahi (10320),2015,10,32.93,23.06
Rajshahi (10320),2015,11,30.54,18
Rajshahi (10320),2015,12,25.33,13.61
Rajshahi (10320),2016,1,24.13,10.79
Rajshahi (10320),2016,2,29.44,15.57
Rajshahi (10320),2016,3,34.07,19.92
Rajshahi (10320),2016,4,37.72,24.87
Rajshahi (10320),2016,5,34.72,24.03
Rajshahi (10320),2016,6,35.35,26.16
Rajshahi (10320),2016,7,33.39,26.59
Rajshahi (10320),2016,8,34.18,26.69
Rajshahi (10320),2016,9,34.04,26.34
Rajshahi (10320),2016,10,33.04,23.95
Rajshahi (10320),2016,11,29.98,17.52
Rajshahi (10320),2016,12,26.15,13.65
Rajshahi (10320),2017,1,25.22,11.02
Rajshahi (10320),2017,2,28.73,13.61
Rajshahi (10320),2017,3,31.31,18.55
Rajshahi (10320),2017,4,35.23,23.24
Rajshahi (10320),2017,5,35.3,24.73
Rajshahi (10320),2017,6,35.25,26.36
Rajshahi (10320),2017,7,32.65,26.26
Rajshahi (10320),2017,8,34.14,26.9
Rajshahi (10320),2017,9,33.93,26.61
Rajshahi (10320),2017,10,31.81,24.36
Rajshahi (10320),2017,11,29.36,17.44
Rajshahi (10320),2017,12,26.18,14.6
Rajshahi (10320),2018,1,22.55,8.51
Rajshahi (10320),2018,2,28.9,14.24
Rajshahi (10320),2018,3,34.12,19.05
Rajshahi (10320),2018,4,34.06,22.21
Rajshahi (10320),2018,5,33.45,24.05
Rajshahi (10320),2018,6,35.67,26.25
Rajshahi (10320),2018,7,33.93,26.68
Rajshahi (10320),2018,8,34.65,27
Rajshahi (10320),2018,9,34.32,26.11
Rajshahi (10320),2018,10,32.11,21.71
Rajshahi (10320),2018,11,30.01,16.73
Rajshahi (10320),2018,12,25.26,11.64
Rajshahi (10320),2019,1,25.46,10.43
Rajshahi (10320),2019,2,27.62,13.17
Rajshahi (10320),2019,3,32.08,17.45
Rajshahi (10320),2019,4,34.53,22.95
Rajshahi (10320),2019,5,36.14,25.52
Rajshahi (10320),2019,6,35.81,26.35
Rajshahi (10320),2019,7,34.5,26.48
Rajshahi (10320),2019,8,34.52,26.89
Rajshahi (10320),2019,9,33.45,26.21
Rajshahi (10320),2019,10,31.39,23.01
Rajshahi (10320),2019,11,29.99,18.3
Rajshahi (10320),2019,12,24.42,12.49
Rajshahi (10320),2020,1,23.33,11.45
Rajshahi (10320),2020,2,26.72,12.56
Rajshahi (10320),2020,3,31.61,18.05
Rajshahi (10320),2020,4,34.53,21.69
Rajshahi (10320),2020,5,33.8,24.19
Rajshahi (10320),2020,6,34.73,26.24
Rajshahi (10320),2020,7,33.87,26.92
Rajshahi (10320),2020,8,34.48,27.2
Rajshahi (10320),2020,9,34.09,26.84
Rajshahi (10320),2020,10,33.63,25.03
Rajshahi (10320),2020,11,30.23,17.39
Rajshahi (10320),2020,12,25.17,12.99
Rajshahi (10320),2021,1,23.77,11.44
Rajshahi (10320),2021,2,29.09,12.85
Rajshahi (10320),2021,3,34.56,19.27
Rajshahi (10320),2021,4,37.5,22.86
Rajshahi (10320),2021,5,34.65,24.4
Rajshahi (10320),2021,6,34.13,25.99
Rajshahi (10320),2021,7,34.16,26.57
Rajshahi (10320),2021,8,34.17,26.55
Rajshahi (10320),2021,9,34.15,26.29
Rajshahi (10320),2021,10,33.2,24.5
Rajshahi (10320),2021,11,29.43,17.36
Rajshahi (10320),2021,12,26.34,14.25
Rajshahi (10320),2022,1,23.41,12.22
Rajshahi (10320),2022,2,26.01,12.64
Rajshahi (10320),2022,3,34.83,19.85
Rajshahi (10320),2022,4,36.77,25.71
Rajshahi (10320),2022,5,34.76,24.3
Rajshahi (10320),2022,6,34.96,26.27
Rajshahi (10320),2022,7,36.41,27.05
Rajshahi (10320),2022,8,34.71,26.69
Rajshahi (10320),2022,9,34.07,26.13
Rajshahi (10320),2022,10,33.06,23.78
Rajshahi (10320),2022,11,30.33,17
Rajshahi (10320),2022,12,26.78,13.56
Rangpur (10208),1970,1,24.11,9.6
Rangpur (10208),1970,2,26.76,11.99
Rangpur (10208),1970,3,32.76,15.26
Rangpur (10208),1970,4,35.17,19.57
Rangpur (10208),1970,5,33.88,22.49
Rangpur (10208),1970,6,31.64,23.87
Rangpur (10208),1970,7,31.55,24.73
Rangpur (10208),1970,8,32.4,25.52
Rangpur (10208),1970,9,32.57,25.26
Rangpur (10208),1970,10,31.68,21.46
Rangpur (10208),1970,11,29.54,17.14
Rangpur (10208),1970,12,26.08,9.71
Rangpur (10208),1971,1,25.31,9.73
Rangpur (10208),1971,2,26.98,9.64
Rangpur (10208),1971,3,30.79,16.35
Rangpur (10208),1971,4,32.47,20.67
Rangpur (10208),1971,5,31.95,22.88
Rangpur (10208),1971,6,31.94,24.89
Rangpur (10208),1971,7,33.15,25.8
Rangpur (10208),1971,8,32.65,25.69
Rangpur (10208),1971,9,32.4,24.38
Rangpur (10208),1971,10,31.86,21.98
Rangpur (10208),1971,11,30.23,17.48
Rangpur (10208),1971,12,25.53,12.35
Rangpur (10208),1972,1,26.09,9.43
Rangpur (10208),1972,2,25.54,10.57
Rangpur (10208),1972,3,31.07,12.6
Rangpur (10208),1972,4,34.26,13.55
Rangpur (10208),1972,5,38.04,14.33
Rangpur (10208),1972,6,35.79,16.58
Rangpur (10208),1972,7,34.16,21.26
Rangpur (10208),1972,8,32.08,26.23
Rangpur (10208),1972,9,33.57,21.9
Rangpur (10208),1972,10,33.03,21.29
Rangpur (10208),1972,11,32.19,18.76
Rangpur (10208),1972,12,28.63,12.34
Rangpur (10208),1973,1,23.79,10.48
Rangpur (10208),1973,2,26.52,12.51
Rangpur (10208),1973,3,30.79,16.35
Rangpur (10208),1973,4,32.47,20.67
Rangpur (10208),1973,5,31.95,22.88
Rangpur (10208),1973,6,32.06,24.89
Rangpur (10208),1973,7,31.74,25.8
Rangpur (10208),1973,8,32.08,26.23
Rangpur (10208),1973,9,31.57,25.22
Rangpur (10208),1973,10,30.8,22.4
Rangpur (10208),1973,11,28.44,17.15
Rangpur (10208),1973,12,25.28,12.44
Rangpur (10208),1974,1,23.79,10.48
Rangpur (10208),1974,2,26.52,12.51
Rangpur (10208),1974,3,30.79,16.35
Rangpur (10208),1974,4,32.47,20.67
Rangpur (10208),1974,5,31.95,22.88
Rangpur (10208),1974,6,32.06,24.89
Rangpur (10208),1974,7,31.74,25.8
Rangpur (10208),1974,8,32.08,26.23
Rangpur (10208),1974,9,31.57,25.22
Rangpur (10208),1974,10,30.8,22.4
Rangpur (10208),1974,11,28.44,17.15
Rangpur (10208),1974,12,25.28,12.44
Rangpur (10208),1975,1,23.79,10.48
Rangpur (10208),1975,2,26.52,12.51
Rangpur (10208),1975,3,30.79,16.35
Rangpur (10208),1975,4,32.47,20.67
Rangpur (10208),1975,5,31.95,22.88
Rangpur (10208),1975,6,32.06,24.89
Rangpur (10208),1975,7,31.74,25.8
Rangpur (10208),1975,8,32.08,26.23
Rangpur (10208),1975,9,31.57,25.22
Rangpur (10208),1975,10,30.8,22.4
Rangpur (10208),1975,11,28.44,17.15
Rangpur (10208),1975,12,25.28,12.44
Rangpur (10208),1976,1,23.79,10.48
Rangpur (10208),1976,2,26.52,12.52
Rangpur (10208),1976,3,30.79,16.35
Rangpur (10208),1976,4,32.47,20.67
Rangpur (10208),1976,5,31.95,22.88
Rangpur (10208),1976,6,32.06,24.89
Rangpur (10208),1976,7,31.74,25.8
Rangpur (10208),1976,8,32.08,26.23
Rangpur (10208),1976,9,31.57,25.22
Rangpur (10208),1976,10,30.8,22.4
Rangpur (10208),1976,11,28.44,17.15
Rangpur (10208),1976,12,25.28,12.44
Rangpur (10208),1977,1,23.79,10.48
Rangpur (10208),1977,2,26.52,12.51
Rangpur (10208),1977,3,30.79,16.35
Rangpur (10208),1977,4,32.47,20.67
Rangpur (10208),1977,5,31.95,22.88
Rangpur (10208),1977,6,32.06,24.89
Rangpur (10208),1977,7,31.74,25.8
Rangpur (10208),1977,8,32.08,26.23
Rangpur (10208),1977,9,31.57,25.22
Rangpur (10208),1977,10,30.8,22.4
Rangpur (10208),1977,11,28.44,17.15
Rangpur (10208),1977,12,25.28,12.44
Rangpur (10208),1978,1,27.23,10.59
Rangpur (10208),1978,2,28.07,13.46
Rangpur (10208),1978,3,31.38,16.17
Rangpur (10208),1978,4,32.97,21.01
Rangpur (10208),1978,5,30.42,23.98
Rangpur (10208),1978,6,31.01,25.86
Rangpur (10208),1978,7,30.91,26.13
Rangpur (10208),1978,8,32.66,27.03
Rangpur (10208),1978,9,30.79,25.18
Rangpur (10208),1978,10,31.51,22.95
Rangpur (10208),1978,11,27.2,17.81
Rangpur (10208),1978,12,24.7,11.83
Rangpur (10208),1979,1,16.95,11.24
Rangpur (10208),1979,2,19.68,12.45
Rangpur (10208),1979,3,23.78,15.83
Rangpur (10208),1979,4,30.38,20.5
Rangpur (10208),1979,5,32.51,24.27
Rangpur (10208),1979,6,32.18,25.64
Rangpur (10208),1979,7,31.64,25.04
Rangpur (10208),1979,8,31.95,25.98
Rangpur (10208),1979,9,30.81,25.55
Rangpur (10208),1979,10,29.2,22.48
Rangpur (10208),1979,11,27.28,19.22
Rangpur (10208),1979,12,23.26,13.12
Rangpur (10208),1980,1,23.27,10.35
Rangpur (10208),1980,2,25.93,13.53
Rangpur (10208),1980,3,30.35,17.65
Rangpur (10208),1980,4,32.74,23.39
Rangpur (10208),1980,5,29.63,22.31
Rangpur (10208),1980,6,31.4,25.94
Rangpur (10208),1980,7,31.14,26.69
Rangpur (10208),1980,8,30.92,26.31
Rangpur (10208),1980,9,31.38,26.21
Rangpur (10208),1980,10,29.31,22.53
Rangpur (10208),1980,11,28.32,17.29
Rangpur (10208),1980,12,25.66,13.97
Rangpur (10208),1981,1,23.2,11.61
Rangpur (10208),1981,2,26.25,13.2
Rangpur (10208),1981,3,30.35,16.79
Rangpur (10208),1981,4,29.93,19.99
Rangpur (10208),1981,5,30.47,22.43
Rangpur (10208),1981,6,33.11,25.78
Rangpur (10208),1981,7,32.07,26.33
Rangpur (10208),1981,8,32.4,26.27
Rangpur (10208),1981,9,31.53,25.37
Rangpur (10208),1981,10,32.07,22.92
Rangpur (10208),1981,11,28.72,16.25
Rangpur (10208),1981,12,24.2,12.35
Rangpur (10208),1982,1,24.98,11.53
Rangpur (10208),1982,2,26.08,12.43
Rangpur (10208),1982,3,29.63,16.23
Rangpur (10208),1982,4,31.19,20.81
Rangpur (10208),1982,5,33.3,23.79
Rangpur (10208),1982,6,31.01,25.39
Rangpur (10208),1982,7,31.65,26.22
Rangpur (10208),1982,8,31.49,26.69
Rangpur (10208),1982,9,31.83,25.76
Rangpur (10208),1982,10,30.78,22.49
Rangpur (10208),1982,11,27.21,16.64
Rangpur (10208),1982,12,24,12.33
Rangpur (10208),1983,1,22.73,10.06
Rangpur (10208),1983,2,25.55,10.64
Rangpur (10208),1983,3,30.43,16.11
Rangpur (10208),1983,4,31.72,19.51
Rangpur (10208),1983,5,29.97,22.31
Rangpur (10208),1983,6,32.33,25
Rangpur (10208),1983,7,31.72,26.18
Rangpur (10208),1983,8,31.42,26.42
Rangpur (10208),1983,9,30.3,25.34
Rangpur (10208),1983,10,30.26,23.33
Rangpur (10208),1983,11,28.78,16.83
Rangpur (10208),1983,12,23.72,11.55
Rangpur (10208),1984,1,22.39,10.24
Rangpur (10208),1984,2,25.53,12.14
Rangpur (10208),1984,3,31.71,16.43
Rangpur (10208),1984,4,33.87,21.64
Rangpur (10208),1984,5,29.89,22.83
Rangpur (10208),1984,6,31.06,25.62
Rangpur (10208),1984,7,30.98,25.28
Rangpur (10208),1984,8,32.32,26.27
Rangpur (10208),1984,9,30.51,24.21
Rangpur (10208),1984,10,30.99,22.66
Rangpur (10208),1984,11,28.16,15.47
Rangpur (10208),1984,12,24.44,11.98
Rangpur (10208),1985,1,23.72,10.12
Rangpur (10208),1985,2,25.56,12.24
Rangpur (10208),1985,3,31.92,17.6
Rangpur (10208),1985,4,33.22,21.71
Rangpur (10208),1985,5,31.32,22.7
Rangpur (10208),1985,6,32.16,25.2
Rangpur (10208),1985,7,30.53,25.16
Rangpur (10208),1985,8,32.26,26.29
Rangpur (10208),1985,9,30.92,24.83
Rangpur (10208),1985,10,30.82,21.85
Rangpur (10208),1985,11,28.12,15.65
Rangpur (10208),1985,12,25.49,12.58
Rangpur (10208),1986,1,23.72,10.78
Rangpur (10208),1986,2,26.73,11.38
Rangpur (10208),1986,3,32.25,15.42
Rangpur (10208),1986,4,30.33,20.25
Rangpur (10208),1986,5,31.59,21.65
Rangpur (10208),1986,6,32.44,25.01
Rangpur (10208),1986,7,31.54,25.34
Rangpur (10208),1986,8,32.61,25.81
Rangpur (10208),1986,9,30.07,23.74
Rangpur (10208),1986,10,28.94,20.5
Rangpur (10208),1986,11,27.85,16.96
Rangpur (10208),1986,12,24.42,12.95
Rangpur (10208),1987,1,24.08,11.07
Rangpur (10208),1987,2,27.65,13.36
Rangpur (10208),1987,3,29.67,17.35
Rangpur (10208),1987,4,32.11,21.31
Rangpur (10208),1987,5,33.1,22.98
Rangpur (10208),1987,6,32.49,25.59
Rangpur (10208),1987,7,30.42,25.94
Rangpur (10208),1987,8,30.66,25.9
Rangpur (10208),1987,9,30.9,25.38
Rangpur (10208),1987,10,30.54,22.61
Rangpur (10208),1987,11,28.24,17.74
Rangpur (10208),1987,12,25.73,13.6
Rangpur (10208),1988,1,24.94,11.4
Rangpur (10208),1988,2,27.68,13.99
Rangpur (10208),1988,3,30.14,17.94
Rangpur (10208),1988,4,32.3,21.67
Rangpur (10208),1988,5,31.03,23.65
Rangpur (10208),1988,6,31.73,25.59
Rangpur (10208),1988,7,31.83,26.13
Rangpur (10208),1988,8,31.47,26.23
Rangpur (10208),1988,9,31.81,25.41
Rangpur (10208),1988,10,31.36,22.66
Rangpur (10208),1988,11,28.29,17.5
Rangpur (10208),1988,12,26.01,14.13
Rangpur (10208),1989,1,23.05,10.03
Rangpur (10208),1989,2,25.39,11.52
Rangpur (10208),1989,3,30.3,16.24
Rangpur (10208),1989,4,34.63,20.82
Rangpur (10208),1989,5,32.57,23.66
Rangpur (10208),1989,6,32.02,25.42
Rangpur (10208),1989,7,30.96,25.76
Rangpur (10208),1989,8,32.49,26.42
Rangpur (10208),1989,9,30.67,25.12
Rangpur (10208),1989,10,31.4,23.33
Rangpur (10208),1989,11,27.95,16.67
Rangpur (10208),1989,12,23.73,11.79
Rangpur (10208),1990,1,24.23,11.6
Rangpur (10208),1990,2,25.43,13.89
Rangpur (10208),1990,3,27.95,16.52
Rangpur (10208),1990,4,29.37,20.51
Rangpur (10208),1990,5,31.84,23.68
Rangpur (10208),1990,6,31.81,25.62
Rangpur (10208),1990,7,31.69,26.1
Rangpur (10208),1990,8,32.45,26.33
Rangpur (10208),1990,9,31.42,25.17
Rangpur (10208),1990,10,28.79,21.33
Rangpur (10208),1990,11,29.53,17.27
Rangpur (10208),1990,12,26.14,12.61
Rangpur (10208),1991,1,23.07,10.41
Rangpur (10208),1991,2,27.45,13.67
Rangpur (10208),1991,3,31.24,17.62
Rangpur (10208),1991,4,32.45,20.93
Rangpur (10208),1991,5,29.23,22.54
Rangpur (10208),1991,6,31.76,25.2
Rangpur (10208),1991,7,32.15,26.46
Rangpur (10208),1991,8,32.43,26.47
Rangpur (10208),1991,9,30.44,25.26
Rangpur (10208),1991,10,30.61,22.4
Rangpur (10208),1991,11,28.1,15.45
Rangpur (10208),1991,12,23.73,12.8
Rangpur (10208),1992,1,23.29,10.91
Rangpur (10208),1992,2,24.31,11.59
Rangpur (10208),1992,3,31.22,17.58
Rangpur (10208),1992,4,34.01,21.14
Rangpur (10208),1992,5,31.17,22.19
Rangpur (10208),1992,6,32.66,25.24
Rangpur (10208),1992,7,31.52,25.55
Rangpur (10208),1992,8,32.29,26.33
Rangpur (10208),1992,9,31.89,25.33
Rangpur (10208),1992,10,30.27,22.51
Rangpur (10208),1992,11,28.46,16.63
Rangpur (10208),1992,12,24.64,11.66
Rangpur (10208),1993,1,21.13,10.18
Rangpur (10208),1993,2,26.5,14.04
Rangpur (10208),1993,3,29.72,15.68
Rangpur (10208),1993,4,31.67,19.98
Rangpur (10208),1993,5,30.25,22.83
Rangpur (10208),1993,6,31.2,24.64
Rangpur (10208),1993,7,32.36,25.98
Rangpur (10208),1993,8,31.63,26.06
Rangpur (10208),1993,9,31.26,25.19
Rangpur (10208),1993,10,31.05,22.9
Rangpur (10208),1993,11,28.59,18.15
Rangpur (10208),1993,12,26.4,13.1
Rangpur (10208),1994,1,24.43,11.68
Rangpur (10208),1994,2,24.95,12.49
Rangpur (10208),1994,3,30.14,17.43
Rangpur (10208),1994,4,32.57,21.15
Rangpur (10208),1994,5,33.07,24.06
Rangpur (10208),1994,6,31.41,25.3
Rangpur (10208),1994,7,32.95,26.08
Rangpur (10208),1994,8,32.94,26.19
Rangpur (10208),1994,9,32.51,24.89
Rangpur (10208),1994,10,31.03,21.69
Rangpur (10208),1994,11,27.89,17.43
Rangpur (10208),1994,12,25.51,11.81
Rangpur (10208),1995,1,23.04,9.58
Rangpur (10208),1995,2,25.89,12.81
Rangpur (10208),1995,3,30.97,16.46
Rangpur (10208),1995,4,33.98,21.03
Rangpur (10208),1995,5,33.95,25.05
Rangpur (10208),1995,6,31.74,25.71
Rangpur (10208),1995,7,30.84,25.72
Rangpur (10208),1995,8,31.75,25.71
Rangpur (10208),1995,9,30.89,25.32
Rangpur (10208),1995,10,31.36,22.87
Rangpur (10208),1995,11,28.02,18.11
Rangpur (10208),1995,12,24.76,13.38
Rangpur (10208),1996,1,23.03,11.15
Rangpur (10208),1996,2,27.15,13.96
Rangpur (10208),1996,3,31.3,18.03
Rangpur (10208),1996,4,34.15,21.39
Rangpur (10208),1996,5,32.32,23.09
Rangpur (10208),1996,6,31.53,24.71
Rangpur (10208),1996,7,31.62,25.97
Rangpur (10208),1996,8,32.14,26.1
Rangpur (10208),1996,9,32.15,25.5
Rangpur (10208),1996,10,30.64,22.22
Rangpur (10208),1996,11,28.95,17.18
Rangpur (10208),1996,12,26.02,12.49
Rangpur (10208),1997,1,23.28,10.25
Rangpur (10208),1997,2,24.31,11.93
Rangpur (10208),1997,3,31.05,17.28
Rangpur (10208),1997,4,29.58,19.77
Rangpur (10208),1997,5,32.89,22.89
Rangpur (10208),1997,6,32.34,24.65
Rangpur (10208),1997,7,31.97,26.08
Rangpur (10208),1997,8,32.37,26.33
Rangpur (10208),1997,9,30.81,24.79
Rangpur (10208),1997,10,30.87,20.52
Rangpur (10208),1997,11,28.76,17.32
Rangpur (10208),1997,12,23.2,12.91
Rangpur (10208),1998,1,20.72,10.26
Rangpur (10208),1998,2,26.86,13.08
Rangpur (10208),1998,3,28.47,15.79
Rangpur (10208),1998,4,30.88,20.91
Rangpur (10208),1998,5,33.2,24.55
Rangpur (10208),1998,6,32.56,26.09
Rangpur (10208),1998,7,31.35,26.35
Rangpur (10208),1998,8,31.3,26.35
Rangpur (10208),1998,9,32.07,25.68
Rangpur (10208),1998,10,31.52,23.98
Rangpur (10208),1998,11,29.58,19.26
Rangpur (10208),1998,12,26.47,13.87
Rangpur (10208),1999,1,24.47,11.21
Rangpur (10208),1999,2,28.98,14.98
Rangpur (10208),1999,3,32.08,17.22
Rangpur (10208),1999,4,32.26,23.01
Rangpur (10208),1999,5,31.23,23.94
Rangpur (10208),1999,6,32.29,25.99
Rangpur (10208),1999,7,31.5,26.15
Rangpur (10208),1999,8,30.8,25.73
Rangpur (10208),1999,9,31.15,25.23
Rangpur (10208),1999,10,30.64,23.46
Rangpur (10208),1999,11,29.46,18.23
Rangpur (10208),1999,12,26.34,14.13
Rangpur (10208),2000,1,23.49,11.05
Rangpur (10208),2000,2,24.92,12.03
Rangpur (10208),2000,3,29.3,16.67
Rangpur (10208),2000,4,30.96,21.35
Rangpur (10208),2000,5,31.25,23.62
Rangpur (10208),2000,6,32.16,25.59
Rangpur (10208),2000,7,32.31,26.26
Rangpur (10208),2000,8,32.42,26.2
Rangpur (10208),2000,9,30.92,24.8
Rangpur (10208),2000,10,31.56,23.04
Rangpur (10208),2000,11,28.38,18.22
Rangpur (10208),2000,12,25.85,12.19
Rangpur (10208),2001,1,23.68,9.76
Rangpur (10208),2001,2,26.9,13.39
Rangpur (10208),2001,3,31.42,16.84
Rangpur (10208),2001,4,32.65,21.59
Rangpur (10208),2001,5,31.54,23.07
Rangpur (10208),2001,6,32.08,25.43
Rangpur (10208),2001,7,32.79,26.43
Rangpur (10208),2001,8,33.22,26.4
Rangpur (10208),2001,9,31.88,25.66
Rangpur (10208),2001,10,30.41,23.29
Rangpur (10208),2001,11,28.85,19.26
Rangpur (10208),2001,12,25.1,13.31
Rangpur (10208),2002,1,23.71,12.46
Rangpur (10208),2002,2,27.41,14.22
Rangpur (10208),2002,3,30.12,17.92
Rangpur (10208),2002,4,29.17,20.96
Rangpur (10208),2002,5,31.02,23.46
Rangpur (10208),2002,6,30.81,24.92
Rangpur (10208),2002,7,30.45,25.82
Rangpur (10208),2002,8,32.2,26.12
Rangpur (10208),2002,9,31.89,25.36
Rangpur (10208),2002,10,31.48,22.48
Rangpur (10208),2002,11,28.53,18.11
Rangpur (10208),2002,12,24.95,14.1
Rangpur (10208),2003,1,20.27,9.27
Rangpur (10208),2003,2,25.69,14.1
Rangpur (10208),2003,3,28.07,17.22
Rangpur (10208),2003,4,30.52,21.47
Rangpur (10208),2003,5,32.12,23.34
Rangpur (10208),2003,6,31.22,24.91
Rangpur (10208),2003,7,32.36,26.23
Rangpur (10208),2003,8,33.03,26.95
Rangpur (10208),2003,9,32.39,25.8
Rangpur (10208),2003,10,30.1,23.31
Rangpur (10208),2003,11,28.45,17.63
Rangpur (10208),2003,12,25.52,14.26
Rangpur (10208),2004,1,21.96,11.28
Rangpur (10208),2004,2,26.68,13.9
Rangpur (10208),2004,3,30.61,20.27
Rangpur (10208),2004,4,28.98,21.16
Rangpur (10208),2004,5,32,23.47
Rangpur (10208),2004,6,31.62,25.12
Rangpur (10208),2004,7,30.77,25.45
Rangpur (10208),2004,8,33.08,26.43
Rangpur (10208),2004,9,31.03,25.09
Rangpur (10208),2004,10,29.56,22.03
Rangpur (10208),2004,11,28.65,17.02
Rangpur (10208),2004,12,25.61,13.97
Rangpur (10208),2005,1,23.54,11.71
Rangpur (10208),2005,2,26.68,14.81
Rangpur (10208),2005,3,29.58,19.03
Rangpur (10208),2005,4,31.07,21.67
Rangpur (10208),2005,5,30.72,22.61
Rangpur (10208),2005,6,32.16,24.63
Rangpur (10208),2005,7,31.59,25.85
Rangpur (10208),2005,8,32.01,26.19
Rangpur (10208),2005,9,33.19,25.89
Rangpur (10208),2005,10,29.05,22.64
Rangpur (10208),2005,11,28.52,17.19
Rangpur (10208),2005,12,26.05,13.5
Rangpur (10208),2006,1,22.75,11.95
Rangpur (10208),2006,2,28.18,16.81
Rangpur (10208),2006,3,31.34,17.47
Rangpur (10208),2006,4,30.32,21.19
Rangpur (10208),2006,5,32.3,23.76
Rangpur (10208),2006,6,32.13,25.31
Rangpur (10208),2006,7,33.06,26.47
Rangpur (10208),2006,8,33.47,26.54
Rangpur (10208),2006,9,31.76,25.19
Rangpur (10208),2006,10,31.34,22.96
Rangpur (10208),2006,11,27.52,18
Rangpur (10208),2006,12,25.28,13.74
Rangpur (10208),2007,1,22.84,10.38
Rangpur (10208),2007,2,24.13,14.71
Rangpur (10208),2007,3,29.23,17.19
Rangpur (10208),2007,4,30.94,21.88
Rangpur (10208),2007,5,33.86,24.53
Rangpur (10208),2007,6,31.67,25.31
Rangpur (10208),2007,7,31.61,25.93
Rangpur (10208),2007,8,32.75,26.87
Rangpur (10208),2007,9,31.55,25.72
Rangpur (10208),2007,10,31.17,23.36
Rangpur (10208),2007,11,29.07,18.74
Rangpur (10208),2007,12,25.16,12.6
Rangpur (10208),2008,1,23,12.06
Rangpur (10208),2008,2,24.64,12.7
Rangpur (10208),2008,3,29.41,19.01
Rangpur (10208),2008,4,31.57,21.68
Rangpur (10208),2008,5,32.59,23.22
Rangpur (10208),2008,6,31.06,25.16
Rangpur (10208),2008,7,31.75,25.98
